start_time,close_time,open_price,close_price,high_price,low_price,is_interval_end
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.36,1696.36,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.35,1696.36,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.35,1696.36,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.35,1696.36,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.35,1696.36,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.36,1696.36,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.36,1696.36,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.44,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.05,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.06,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.05,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.06,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.34,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.13,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.14,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.25,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.25,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.25,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.24,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.25,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.40,1696.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.66,1696.66,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1696.83,1696.83,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1697.42,1697.44,1694.29,False
2023-02-18 20:16:00,2023-02-18 20:16:00,1694.29,1697.44,1697.45,1694.29,True
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.15,1697.45,1697.15,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.15,1697.45,1697.15,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.16,1697.45,1697.15,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.26,1697.68,1697.15,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.26,1697.68,1697.15,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.16,1697.68,1697.15,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.98,1697.68,1696.98,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.80,1697.68,1696.80,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.18,1697.68,1696.80,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.40,1697.68,1696.80,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.40,1697.68,1696.80,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.40,1697.68,1696.80,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1697.16,1697.68,1696.80,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.79,1697.68,1696.79,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.67,1697.68,1696.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.60,1697.68,1696.60,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.47,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.47,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.75,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.76,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.75,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.76,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.75,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.67,1697.68,1696.47,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.41,1697.68,1696.41,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.14,1697.68,1696.14,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.89,1697.68,1695.89,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.68,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.68,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.93,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.20,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.37,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.49,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.49,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.19,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.18,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.18,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.18,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.89,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.80,1697.68,1695.67,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.35,1697.68,1695.35,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.35,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.35,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.42,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.62,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.66,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.67,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.83,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.84,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.01,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.01,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.01,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.13,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.12,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.12,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.12,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1696.12,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.76,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.79,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.80,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.99,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.99,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.99,1697.68,1695.34,False
2023-02-18 20:17:00,2023-02-18 20:17:00,1697.44,1695.99,1697.68,1695.34,True
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.99,1695.99,1695.99,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1696.00,1696.00,1695.99,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.99,1696.00,1695.99,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.99,1696.00,1695.99,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.99,1696.00,1695.99,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.90,1696.00,1695.90,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.75,1696.00,1695.75,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.75,1696.00,1695.75,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.54,1696.00,1695.54,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.41,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.42,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.42,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.41,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.41,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.83,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1696.00,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.99,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.90,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.83,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.74,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.56,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.56,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.41,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.41,1696.00,1695.41,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.40,1696.00,1695.40,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.41,1696.00,1695.40,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.40,1696.00,1695.40,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.40,1696.00,1695.40,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.40,1696.00,1695.40,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.08,1696.00,1695.08,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.00,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.01,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.03,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.03,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.07,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.35,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.35,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.35,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.35,1696.00,1695.00,False
2023-02-18 20:18:00,2023-02-18 20:18:00,1695.99,1695.35,1696.00,1695.00,False
